帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
29,1,11.475,1.616,-0.276,大黄锥,沿用历史颜色,,,
29,2,4.718,5.649,-0.816,红色,本帧颜色确认,0.432,红色,0.808
29,3,6.201,3.713,-0.816,红色,本帧颜色确认,0.498,红色,0.842
29,4,6.165,-4.006,-0.771,蓝色,本帧颜色确认,0.463,蓝色,0.808
29,5,8.430,-2.194,-0.790,蓝色,本帧颜色确认,0.483,蓝色,0.808
29,6,8.787,2.084,-0.835,红色,本帧颜色确认,0.486,红色,0.560
29,7,4.838,-6.389,-0.787,未知,雷达框未匹配,,,
29,8,4.148,1.947,-0.808,蓝色,本帧颜色确认,0.583,蓝色,0.871
29,9,11.468,-1.253,-0.209,小黄锥,沿用历史颜色,,,
29,10,11.900,1.522,-0.595,小黄锥,沿用历史颜色,,,
29,11,14.553,-1.771,-0.815,小黄锥,沿用历史颜色,,,
29,12,4.474,-9.141,-0.796,未知,雷达框未匹配,,,
29,13,2.757,3.139,-0.827,蓝色,本帧颜色确认,0.837,蓝色,0.916
