帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
247,1,11.156,1.021,-0.765,小黄锥,本帧颜色确认,0.704,小黄锥,0.233
247,2,7.757,-6.319,-0.792,红色,本帧颜色确认,0.419,红色,0.808
247,3,7.838,-1.023,-0.775,蓝色,本帧颜色确认,0.578,蓝色,0.617
247,4,11.002,-8.311,-0.229,蓝色,沿用历史颜色,,,
247,5,8.371,2.262,-0.825,未知,雷达框未匹配,,,
247,6,6.333,-3.817,-0.775,红色,本帧颜色确认,0.576,红色,0.808
247,7,8.370,1.113,-0.789,小黄锥,本帧颜色确认,0.599,小黄锥,0.328
247,8,13.394,-3.292,-0.758,红色,沿用历史颜色,,,
247,9,8.187,-8.130,-0.349,未知,雷达框未匹配,,,
247,10,11.563,-5.982,-0.764,未知,雷达框未匹配,,,
247,11,10.981,-9.415,-0.269,大黄锥,沿用历史颜色,,,
247,12,12.867,0.055,-0.738,红色,本帧颜色确认,0.584,红色,0.560
247,13,11.538,-0.849,-0.716,红色,颜色冲突，已修改,0.549,红色,0.722
