帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
102,1,4.856,-6.393,-0.798,未知,雷达框未匹配,,,
102,2,6.187,3.745,-0.820,红色,本帧颜色确认,0.460,红色,0.842
102,3,4.133,1.969,-0.820,蓝色,本帧颜色确认,0.573,蓝色,0.842
102,4,11.465,1.649,-0.195,未知,雷达框未匹配,,,
102,5,6.185,-3.982,-0.755,蓝色,本帧颜色确认,0.414,蓝色,0.808
102,6,11.415,-1.184,-0.403,大黄锥,本帧颜色确认,0.387,大黄锥,0.808
102,7,4.703,5.689,-0.808,红色,本帧颜色确认,0.287,红色,0.768
102,8,8.770,2.134,-0.856,红色,沿用历史颜色,,,
102,9,8.431,-2.145,-0.786,蓝色,本帧颜色确认,0.338,蓝色,0.808
102,10,11.837,-1.111,-0.556,小黄锥,沿用历史颜色,,,
102,11,14.582,-1.694,-0.844,小黄锥,沿用历史颜色,,,
102,12,2.726,3.135,-0.815,蓝色,本帧颜色确认,0.673,蓝色,0.896
102,13,4.499,-9.076,-0.799,未知,雷达框未匹配,,,
102,14,2.898,-3.506,-0.824,红色,本帧颜色确认,0.449,红色,0.808
