帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
438,1,4.202,0.844,-0.656,大黄锥,本帧颜色确认,0.808,大黄锥,0.896
438,2,11.843,-6.309,-0.823,小黄锥,沿用历史颜色,,,
438,3,4.589,0.617,-0.674,大黄锥,本帧颜色确认,0.583,大黄锥,0.916
438,4,11.415,-2.424,-0.806,蓝色,沿用历史颜色,,,
438,5,13.143,-3.799,-0.811,未知,雷达框未匹配,,,
438,6,9.980,-5.779,-0.814,红色,本帧颜色确认,0.349,红色,0.158
438,7,12.759,1.785,-0.803,未知,雷达框未匹配,,,
438,8,13.131,-1.570,-0.826,蓝色,本帧颜色确认,0.196,蓝色,0.104
438,9,9.579,0.179,-0.783,红色,本帧颜色确认,0.459,红色,0.768
438,10,6.946,-6.358,-0.888,蓝色,本帧颜色确认,0.401,蓝色,0.672
438,11,14.769,4.451,-0.735,红色,本帧匹配成功,0.500,红色,0.193
438,12,14.208,-4.349,-0.825,小黄锥,沿用历史颜色,,,
438,13,10.252,-9.216,-0.855,红色,本帧颜色确认,0.247,红色,0.560
438,14,10.275,-7.410,-0.841,红色,本帧颜色确认,0.190,红色,0.500
438,15,5.310,-3.474,-0.831,蓝色,本帧颜色确认,0.384,蓝色,0.808
438,16,7.321,-9.150,-0.847,未知,雷达框未匹配,,,
438,17,6.737,0.048,-0.828,红色,本帧颜色确认,0.524,红色,0.768
438,18,17.445,3.328,-0.759,未知,雷达框未匹配,,,
