帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
199,1,8.558,-0.294,-0.790,红色,颜色冲突，保持原色,0.452,蓝色,0.441
199,2,9.958,2.201,-0.794,小黄锥,颜色冲突，保持原色,0.263,红色,0.441
199,3,12.858,6.647,-0.896,未知,雷达框未匹配,,,
199,4,8.335,5.160,-0.779,未知,雷达框未匹配,,,
199,5,13.134,-0.350,-0.758,红色,本帧匹配成功,0.302,红色,0.328
199,6,9.888,6.380,-0.738,未知,雷达框未匹配,,,
199,7,10.842,-2.172,-0.764,红色,颜色冲突，保持原色,0.532,蓝色,0.617
199,8,6.359,7.894,-0.866,红色,沿用历史颜色,,,
199,9,12.206,-4.655,-0.732,蓝色,本帧匹配成功,0.471,蓝色,0.617
199,10,6.709,3.351,-0.848,蓝色,沿用历史颜色,,,
199,11,12.531,-7.513,-0.730,红色,颜色冲突，保持原色,0.357,蓝色,0.617
199,12,15.016,-3.807,-0.744,红色,本帧匹配成功,0.417,红色,0.246
