帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
185,1,3.722,-2.788,-0.671,大黄锥,本帧颜色确认,0.501,大黄锥,0.922
185,2,5.463,-0.405,-0.590,大黄锥,本帧颜色确认,0.715,大黄锥,0.933
185,3,6.666,-1.356,-0.681,大黄锥,本帧颜色确认,0.540,大黄锥,0.842
185,4,6.599,-5.893,-0.801,蓝色,本帧颜色确认,0.326,蓝色,0.768
185,5,12.104,-2.291,-0.859,未知,雷达框未匹配,,,
185,6,8.899,-2.243,-0.800,红色,本帧颜色确认,0.338,红色,0.560
185,7,3.236,4.479,-0.810,未知,雷达框未匹配,,,
185,8,12.534,-5.330,-0.778,蓝色,沿用历史颜色,,,
185,9,14.531,-6.998,-0.857,未知,雷达框未匹配,,,
185,10,10.218,-8.451,-0.791,红色,本帧匹配成功,0.269,红色,0.722
185,11,7.256,-8.530,-0.792,蓝色,本帧匹配成功,0.249,蓝色,0.233
