帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
31,1,6.174,-3.996,-0.767,蓝色,本帧颜色确认,0.397,蓝色,0.808
31,2,8.788,2.094,-0.829,红色,本帧颜色确认,0.452,红色,0.560
31,3,8.433,-2.199,-0.781,蓝色,本帧颜色确认,0.462,蓝色,0.808
31,4,11.427,-1.267,-0.332,大黄锥,沿用历史颜色,,,
31,5,6.196,3.720,-0.790,红色,本帧颜色确认,0.553,红色,0.808
31,6,4.742,5.658,-0.808,红色,本帧颜色确认,0.609,红色,0.808
31,7,4.827,-6.400,-0.794,未知,雷达框未匹配,,,
31,8,4.152,1.898,-0.792,蓝色,本帧颜色确认,0.619,蓝色,0.871
31,9,2.750,3.107,-0.790,蓝色,本帧颜色确认,0.762,蓝色,0.916
31,10,14.556,-1.766,-0.906,小黄锥,本帧颜色确认,0.199,大黄锥,0.768
31,11,11.481,1.598,-0.297,未知,雷达框未匹配,,,
31,12,17.356,-3.480,-0.837,未知,雷达框未匹配,,,
31,13,2.863,-3.511,-0.799,红色,本帧颜色确认,0.441,红色,0.768
