帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
823,1,7.262,3.792,-0.813,红色,本帧颜色确认,0.395,红色,0.808
823,2,9.942,-2.843,-0.812,小黄锥,本帧匹配成功,0.244,小黄锥,0.104
823,3,8.032,0.420,-0.838,未知,雷达框未匹配,,,
823,4,12.893,-4.211,-0.802,未知,雷达框未匹配,,,
823,5,10.229,-4.704,-0.769,未知,雷达框未匹配,,,
823,6,11.790,-6.439,-0.805,未知,雷达框未匹配,,,
823,7,10.416,-6.522,-0.767,未知,雷达框未匹配,,,
823,8,9.141,1.895,-0.837,蓝色,沿用历史颜色,,,
823,9,12.945,2.141,-0.766,红色,沿用历史颜色,,,
823,10,12.698,-2.268,-0.829,未知,雷达框未匹配,,,
823,11,9.774,-0.270,-0.787,红色,本帧匹配成功,0.310,红色,0.328
823,12,12.998,-6.515,-0.725,未知,雷达框未匹配,,,
823,13,12.507,-0.024,-0.779,红色,沿用历史颜色,,,
823,14,14.743,0.985,-0.796,红色,本帧匹配成功,0.087,红色,0.278
823,15,6.609,-0.663,-0.880,蓝色,沿用历史颜色,,,
823,16,11.885,9.859,-0.286,未知,雷达框未匹配,,,
