帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
312,1,7.846,1.267,-0.799,红色,本帧颜色确认,0.590,红色,0.722
312,2,11.844,-2.248,-0.816,未知,雷达框未匹配,,,
312,3,10.841,-4.866,-0.795,小黄锥,沿用历史颜色,,,
312,4,9.481,-6.205,-0.744,红色,本帧颜色确认,0.233,红色,0.560
312,5,11.582,-0.039,-0.813,蓝色,沿用历史颜色,,,
312,6,12.354,-5.355,-0.818,未知,雷达框未匹配,,,
312,7,9.967,-1.093,-0.769,蓝色,本帧颜色确认,0.258,蓝色,0.158
312,8,8.957,-4.582,-0.790,红色,本帧颜色确认,0.419,红色,0.500
312,9,13.018,1.273,-0.835,蓝色,沿用历史颜色,,,
312,10,12.991,-2.676,-0.820,蓝色,沿用历史颜色,,,
312,11,9.706,-7.982,-0.754,红色,本帧颜色确认,0.214,红色,0.672
312,12,6.032,-5.543,-0.816,蓝色,本帧颜色确认,0.392,蓝色,0.808
312,13,10.830,3.253,-0.753,红色,本帧颜色确认,0.642,红色,0.768
312,14,15.242,5.366,-0.731,蓝色,本帧颜色确认,0.366,蓝色,0.205
