帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
5,1,12.902,1.732,-0.205,未知,雷达框未匹配,,,
5,2,6.393,-6.386,-0.770,蓝色,本帧颜色确认,0.268,蓝色,0.808
5,3,10.129,2.332,-0.806,红色,本帧颜色确认,0.376,红色,0.722
5,4,7.787,4.044,-0.804,红色,沿用历史颜色,,,
5,5,9.992,-2.134,-0.729,蓝色,本帧颜色确认,0.446,蓝色,0.722
5,6,6.376,6.181,-0.740,红色,本帧颜色确认,0.464,红色,0.842
5,7,12.981,-1.238,-0.212,未知,雷达框未匹配,,,
5,8,13.814,-1.154,-0.171,未知,雷达框未匹配,,,
5,9,7.665,-4.096,-0.783,蓝色,本帧颜色确认,0.345,蓝色,0.768
5,10,13.893,1.667,-0.250,未知,雷达框未匹配,,,
5,11,3.558,-5.435,-0.814,未知,雷达框未匹配,,,
