帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
326,1,9.722,-0.321,-0.784,红色,本帧颜色确认,0.507,红色,0.722
326,2,11.458,0.900,-0.820,红色,本帧颜色确认,0.435,红色,0.617
326,3,8.598,-3.919,-0.796,未知,雷达框未匹配,,,
326,4,9.550,-5.454,-0.820,蓝色,沿用历史颜色,,,
326,5,11.548,-1.523,-0.778,小黄锥,沿用历史颜色,,,
326,6,6.894,-7.272,-0.778,红色,本帧颜色确认,0.256,红色,0.768
326,7,10.485,4.269,-0.792,蓝色,本帧颜色确认,0.276,蓝色,0.278
326,8,13.329,-4.890,-0.817,未知,雷达框未匹配,,,
326,9,8.441,2.374,-0.820,蓝色,沿用历史颜色,,,
326,10,10.012,-7.186,-0.831,蓝色,本帧颜色确认,0.231,蓝色,0.383
326,11,10.834,-4.116,-0.818,未知,雷达框未匹配,,,
326,12,6.130,-4.961,-0.787,红色,本帧颜色确认,0.348,红色,0.871
326,13,4.138,-2.627,-0.820,红色,本帧颜色确认,0.460,红色,0.896
