帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
142,1,6.307,0.559,-0.671,大黄锥,本帧颜色确认,0.623,大黄锥,0.871
142,2,5.922,0.665,-0.684,大黄锥,本帧颜色确认,0.207,大黄锥,0.233
142,3,5.864,-2.123,-0.681,大黄锥,沿用历史颜色,,,
142,4,8.580,0.658,-0.860,未知,雷达框未匹配,,,
142,5,5.438,-2.117,-0.697,大黄锥,本帧颜色确认,0.693,大黄锥,0.916
142,6,11.238,1.800,-0.830,红色,本帧颜色确认,0.414,红色,0.233
142,7,10.887,-5.235,-0.849,蓝色,沿用历史颜色,,,
142,8,13.739,4.366,-0.838,红色,本帧颜色确认,0.278,红色,0.104
142,9,13.808,-0.057,-0.833,未知,雷达框未匹配,,,
142,10,14.988,-6.924,-0.855,未知,雷达框未匹配,,,
142,11,2.256,-2.542,-0.730,蓝色,本帧颜色确认,0.579,蓝色,0.910
142,12,14.770,7.561,-0.800,红色,本帧匹配成功,0.293,红色,0.202
142,13,15.929,-0.837,-0.888,未知,雷达框未匹配,,,
142,14,15.181,1.278,-0.892,未知,雷达框未匹配,,,
142,15,13.562,-3.722,-0.805,未知,雷达框未匹配,,,
142,16,14.442,-5.198,-0.840,未知,雷达框未匹配,,,
