帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
939,1,8.925,4.692,-0.801,蓝色,本帧颜色确认,0.341,蓝色,0.768
939,2,6.647,7.315,-0.804,红色,本帧颜色确认,0.532,红色,0.842
939,3,8.138,3.036,-0.839,蓝色,沿用历史颜色,,,
939,4,10.822,4.868,-0.855,未知,雷达框未匹配,,,
939,5,5.740,5.060,-0.832,红色,本帧颜色确认,0.539,红色,0.871
939,6,10.508,12.385,-0.853,未知,雷达框未匹配,,,
939,7,14.321,4.423,-0.846,红色,沿用历史颜色,,,
939,8,3.344,2.692,-0.816,红色,本帧颜色确认,0.716,红色,0.916
939,9,14.286,-0.421,-0.878,未知,雷达框未匹配,,,
939,10,12.162,2.675,-0.817,小黄锥,本帧匹配成功,0.290,小黄锥,0.129
939,11,5.085,0.173,-0.852,蓝色,本帧颜色确认,0.510,蓝色,0.871
939,12,13.232,1.109,-0.812,未知,雷达框未匹配,,,
