帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
28,1,6.287,3.746,-0.829,红色,本帧颜色确认,0.420,红色,0.871
28,2,8.459,-2.212,-0.794,蓝色,本帧颜色确认,0.393,蓝色,0.842
28,3,4.857,5.710,-0.802,红色,本帧颜色确认,0.741,红色,0.842
28,4,6.198,-4.011,-0.811,蓝色,本帧颜色确认,0.464,蓝色,0.768
28,5,11.546,1.570,-0.285,未知,雷达框未匹配,,,
28,6,8.847,2.091,-0.854,红色,本帧颜色确认,0.390,红色,0.722
28,7,11.989,1.493,-0.713,小黄锥,本帧颜色确认,0.349,大黄锥,0.808
28,8,11.500,-1.270,-0.260,未知,雷达框未匹配,,,
28,9,4.229,1.975,-0.827,蓝色,本帧颜色确认,0.602,蓝色,0.842
28,10,11.924,-1.219,-0.729,小黄锥,本帧匹配成功,0.171,大黄锥,0.808
28,11,4.826,-6.390,-0.835,蓝色,沿用历史颜色,,,
28,12,14.598,-1.810,-0.802,未知,雷达框未匹配,,,
28,13,2.898,-3.497,-0.817,红色,本帧颜色确认,0.464,红色,0.842
