帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
75,1,6.344,-4.241,-0.780,蓝色,本帧颜色确认,0.420,蓝色,0.768
75,2,7.508,-1.048,-0.817,红色,本帧颜色确认,0.533,红色,0.808
75,3,7.410,3.556,-0.824,小黄锥,沿用历史颜色,,,
75,4,7.956,0.851,-0.823,小黄锥,沿用历史颜色,,,
75,5,5.953,5.255,-0.793,蓝色,本帧颜色确认,0.591,蓝色,0.808
75,6,7.562,-6.923,-0.840,蓝色,本帧颜色确认,0.368,蓝色,0.617
75,7,10.589,-6.097,-0.814,红色,本帧颜色确认,0.343,红色,0.722
75,8,8.664,-2.424,-0.797,红色,本帧颜色确认,0.400,红色,0.722
75,9,6.495,7.174,-0.759,蓝色,本帧颜色确认,0.669,蓝色,0.768
75,10,9.486,1.219,-0.846,未知,雷达框未匹配,,,
75,11,8.528,3.811,-0.828,小黄锥,本帧颜色确认,0.055,大黄锥,0.278
75,12,6.080,11.820,-0.837,未知,雷达框未匹配,,,
