帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
612,1,5.841,-1.603,-0.686,大黄锥,本帧颜色确认,0.587,大黄锥,0.896
612,2,4.740,-1.610,-0.705,大黄锥,本帧颜色确认,0.657,大黄锥,0.946
612,3,10.149,3.171,-0.887,红色,沿用历史颜色,,,
612,4,8.131,-2.059,-0.852,蓝色,本帧颜色确认,0.334,蓝色,0.500
612,5,4.674,1.237,-0.698,大黄锥,本帧颜色确认,0.642,大黄锥,0.896
612,6,5.876,1.211,-0.690,大黄锥,本帧颜色确认,0.576,大黄锥,0.871
612,7,10.968,-3.864,-0.874,未知,雷达框未匹配,,,
612,8,14.320,-3.136,-0.889,红色,本帧颜色确认,0.301,红色,0.383
612,9,13.008,1.769,-0.887,蓝色,本帧颜色确认,0.402,蓝色,0.233
612,10,14.138,3.313,-0.852,未知,雷达框未匹配,,,
612,11,13.361,-1.860,-0.881,红色,本帧匹配成功,0.393,红色,0.672
612,12,7.618,1.735,-0.868,未知,雷达框未匹配,,,
