帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
49,1,6.154,-3.993,-0.775,蓝色,本帧颜色确认,0.437,蓝色,0.808
49,2,6.193,3.716,-0.814,红色,本帧颜色确认,0.470,红色,0.808
49,3,4.146,1.963,-0.808,蓝色,本帧颜色确认,0.571,蓝色,0.871
49,4,4.744,5.658,-0.813,红色,本帧颜色确认,0.647,红色,0.808
49,5,8.422,-2.202,-0.778,蓝色,本帧颜色确认,0.439,蓝色,0.808
49,6,4.821,-6.385,-0.814,未知,雷达框未匹配,,,
49,7,8.768,2.102,-0.859,红色,沿用历史颜色,,,
49,8,2.760,3.105,-0.775,蓝色,本帧颜色确认,0.770,蓝色,0.916
49,9,11.480,1.596,-0.236,大黄锥,沿用历史颜色,,,
49,10,14.585,-1.776,-0.811,小黄锥,沿用历史颜色,,,
49,11,4.467,-9.054,-0.793,未知,雷达框未匹配,,,
49,12,11.437,-1.253,-0.282,小黄锥,沿用历史颜色,,,
49,13,2.860,-3.494,-0.805,红色,本帧颜色确认,0.443,红色,0.768
