帧号,雷达时间戳,相机时间戳,时间差毫秒,雷达锥桶数,YOLO框数,成功匹配数,YOLO未匹配数,蓝色数,红色数,大黄锥数,小黄锥数,未知数,IoU阈值
891,1788682152.449240923,1788682152.447500706,1.740,3,7,1,6,0,0,0,1,2,0.050
