帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
738,1,7.118,-3.016,-0.826,小黄锥,本帧颜色确认,0.371,大黄锥,0.383
738,2,5.791,4.968,-0.806,红色,本帧颜色确认,0.542,红色,0.842
738,3,8.283,3.391,-0.798,蓝色,沿用历史颜色,,,
738,4,7.078,1.846,-0.780,蓝色,本帧颜色确认,0.565,蓝色,0.722
738,5,8.673,-3.283,-0.823,小黄锥,本帧颜色确认,0.299,大黄锥,0.129
738,6,8.859,-0.511,-0.823,小黄锥,沿用历史颜色,,,
738,7,3.620,-7.053,-0.832,蓝色,沿用历史颜色,,,
738,8,5.983,-4.586,-0.817,红色,本帧颜色确认,0.482,红色,0.842
738,9,7.708,-0.299,-0.834,未知,雷达框未匹配,,,
738,10,6.500,-6.290,-0.818,红色,本帧颜色确认,0.307,红色,0.768
738,11,9.821,7.819,-0.776,蓝色,沿用历史颜色,,,
738,12,2.479,-4.465,-0.793,蓝色,沿用历史颜色,,,
738,13,6.941,8.121,-0.755,红色,本帧颜色确认,0.654,红色,0.768
