帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
553,1,8.713,-4.212,-0.769,红色,本帧颜色确认,0.529,红色,0.672
553,2,7.587,-2.442,-0.794,红色,本帧颜色确认,0.648,红色,0.842
553,3,5.962,-5.331,-0.796,蓝色,本帧颜色确认,0.310,蓝色,0.768
553,4,11.404,1.564,-0.787,红色,本帧颜色确认,0.818,红色,0.441
553,5,10.739,-0.302,-0.805,红色,颜色冲突，保持原色,0.579,大黄锥,0.129
553,6,4.157,-3.221,-0.812,蓝色,本帧颜色确认,0.470,蓝色,0.871
553,7,12.581,-3.327,-0.821,红色,沿用历史颜色,,,
553,8,6.830,-8.091,-0.806,蓝色,本帧颜色确认,0.292,蓝色,0.808
553,9,9.998,-2.428,-0.732,小黄锥,本帧颜色确认,0.390,大黄锥,0.233
553,10,13.867,-4.663,-0.762,蓝色,本帧颜色确认,0.362,蓝色,0.617
553,11,12.271,-5.574,-0.808,蓝色,本帧颜色确认,0.432,蓝色,0.233
553,12,13.477,-0.903,-0.831,红色,沿用历史颜色,,,
553,13,12.305,3.675,-0.828,小黄锥,本帧颜色确认,0.481,大黄锥,0.328
553,14,13.215,-8.079,-0.830,红色,本帧颜色确认,0.207,红色,0.617
553,15,14.054,0.917,-0.827,小黄锥,沿用历史颜色,,,
553,16,14.622,2.606,-0.832,小黄锥,本帧颜色确认,0.399,大黄锥,0.383
553,17,15.653,-4.295,-0.826,蓝色,沿用历史颜色,,,
553,18,13.378,3.102,-0.766,小黄锥,本帧颜色确认,0.565,大黄锥,0.298
553,19,6.081,-0.893,-0.868,红色,本帧颜色确认,0.480,红色,0.808
