帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
22,1,5.412,-1.342,-0.723,大黄锥,本帧颜色确认,0.563,大黄锥,0.896
22,2,5.587,1.487,-0.689,大黄锥,本帧颜色确认,0.581,大黄锥,0.896
22,3,6.515,-1.370,-0.709,大黄锥,本帧颜色确认,0.449,大黄锥,0.722
22,4,8.841,-2.028,-0.819,未知,雷达框未匹配,,,
22,5,11.196,3.157,-0.795,未知,雷达框未匹配,,,
22,6,6.766,1.417,-0.644,大黄锥,本帧颜色确认,0.646,大黄锥,0.842
22,7,11.544,-3.918,-0.822,蓝色,本帧匹配成功,0.516,蓝色,0.328
22,8,3.317,2.136,-0.782,红色,本帧颜色确认,0.814,红色,0.916
22,9,13.942,1.510,-0.859,未知,雷达框未匹配,,,
22,10,13.397,5.891,-0.771,未知,雷达框未匹配,,,
