帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
975,1,9.943,-4.163,-0.741,蓝色,本帧颜色确认,0.382,蓝色,0.672
975,2,6.520,-4.649,-0.813,红色,本帧颜色确认,0.437,红色,0.842
975,3,7.860,-6.329,-0.791,红色,本帧颜色确认,0.412,红色,0.808
975,4,5.924,5.789,-0.630,大黄锥,本帧颜色确认,0.728,大黄锥,0.672
975,5,5.791,5.341,-0.661,大黄锥,本帧颜色确认,0.721,大黄锥,0.441
975,6,10.113,6.625,-0.833,蓝色,本帧颜色确认,0.382,蓝色,0.441
975,7,8.302,4.061,-0.554,大黄锥,本帧颜色确认,0.662,大黄锥,0.842
975,8,8.417,-1.885,-0.816,蓝色,本帧颜色确认,0.509,蓝色,0.672
975,9,7.773,0.942,-0.745,蓝色,本帧颜色确认,0.459,蓝色,0.808
975,10,8.464,4.515,-0.537,大黄锥,本帧颜色确认,0.573,大黄锥,0.808
975,11,4.062,3.083,-0.865,红色,沿用历史颜色,,,
975,12,12.269,-5.722,-0.804,蓝色,本帧匹配成功,0.200,蓝色,0.233
975,13,11.075,-8.524,-0.787,红色,本帧颜色确认,0.207,红色,0.768
975,14,4.100,-4.396,-0.805,小黄锥,本帧颜色确认,0.416,小黄锥,0.871
975,15,14.929,-9.466,-0.827,红色,本帧匹配成功,0.242,红色,0.672
975,16,6.501,7.906,-0.832,红色,沿用历史颜色,,,
975,17,5.545,-2.736,-0.774,红色,本帧颜色确认,0.465,红色,0.871
975,18,15.066,-6.448,-0.830,蓝色,本帧匹配成功,0.227,蓝色,0.129
975,19,3.077,-6.435,-0.854,小黄锥,沿用历史颜色,,,
