帧号,雷达时间戳,相机时间戳,时间差毫秒,雷达锥桶数,YOLO框数,成功匹配数,YOLO未匹配数,蓝色数,红色数,大黄锥数,小黄锥数,未知数,IoU阈值
609,1788664812.346788883,1788664812.372792244,26.003,6,21,5,16,1,2,2,0,1,0.050
