帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
26,1,12.688,-1.574,-0.165,大黄锥,沿用历史颜色,,,
26,2,12.617,1.414,-0.168,未知,雷达框未匹配,,,
26,3,10.167,2.118,-0.767,红色,沿用历史颜色,,,
26,4,9.990,-2.331,-0.684,蓝色,本帧颜色确认,0.449,蓝色,0.768
26,5,6.427,6.032,-0.705,红色,本帧颜色确认,0.353,红色,0.842
26,6,7.801,3.858,-0.791,红色,沿用历史颜色,,,
26,7,7.645,-4.292,-0.716,蓝色,本帧颜色确认,0.287,蓝色,0.768
26,8,6.357,-6.593,-0.772,蓝色,本帧颜色确认,0.308,蓝色,0.768
26,9,14.179,-1.523,-0.191,未知,雷达框未匹配,,,
26,10,14.180,1.385,-0.200,未知,雷达框未匹配,,,
26,11,3.549,-5.610,-0.785,未知,雷达框未匹配,,,
