帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
382,1,5.214,-3.680,-0.707,大黄锥,本帧颜色确认,0.725,大黄锥,0.916
382,2,4.921,-3.318,-0.691,大黄锥,本帧颜色确认,0.329,大黄锥,0.768
382,3,6.644,-5.929,-0.892,蓝色,本帧颜色确认,0.409,蓝色,0.722
382,4,7.335,-1.789,-0.635,大黄锥,本帧颜色确认,0.598,大黄锥,0.842
382,5,9.169,-3.098,-0.844,红色,本帧颜色确认,0.573,红色,0.768
382,6,10.266,-9.677,-0.894,红色,本帧颜色确认,0.350,红色,0.233
382,7,5.696,6.256,-0.798,红色,本帧颜色确认,0.335,红色,0.808
382,8,12.749,-7.030,-0.846,蓝色,沿用历史颜色,,,
382,9,11.824,-10.772,-0.852,未知,雷达框未匹配,,,
382,10,11.928,-3.945,-0.832,红色,本帧颜色确认,0.562,红色,0.278
382,11,5.189,3.885,-0.820,红色,本帧颜色确认,0.471,红色,0.871
382,12,14.676,-6.816,-0.837,蓝色,本帧颜色确认,0.370,蓝色,0.129
382,13,7.226,-9.185,-0.917,未知,雷达框未匹配,,,
382,14,12.927,-11.965,-0.913,未知,雷达框未匹配,,,
382,15,9.991,-11.322,-0.888,红色,本帧匹配成功,0.219,红色,0.722
382,16,5.676,0.895,-0.844,红色,本帧颜色确认,0.579,红色,0.842
