帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
71,1,11.444,-1.255,-0.238,大黄锥,沿用历史颜色,,,
71,2,6.169,-3.999,-0.775,蓝色,本帧颜色确认,0.410,蓝色,0.808
71,3,8.433,-2.187,-0.791,蓝色,本帧颜色确认,0.437,蓝色,0.808
71,4,11.484,1.596,-0.215,大黄锥,沿用历史颜色,,,
71,5,6.211,3.719,-0.796,红色,本帧颜色确认,0.534,红色,0.808
71,6,4.127,1.951,-0.812,蓝色,本帧颜色确认,0.606,蓝色,0.871
71,7,4.743,5.652,-0.801,红色,本帧颜色确认,0.571,红色,0.808
71,8,4.784,-6.373,-0.772,未知,雷达框未匹配,,,
71,9,14.575,-1.781,-0.854,小黄锥,沿用历史颜色,,,
71,10,2.749,3.103,-0.770,蓝色,本帧颜色确认,0.804,蓝色,0.916
71,11,8.781,2.109,-0.810,红色,本帧颜色确认,0.400,红色,0.617
71,12,17.368,-3.496,-0.864,未知,雷达框未匹配,,,
71,13,11.871,-1.161,-0.625,小黄锥,沿用历史颜色,,,
71,14,11.875,1.526,-0.577,小黄锥,沿用历史颜色,,,
