帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
167,1,6.903,3.738,-0.842,小黄锥,本帧颜色确认,0.442,大黄锥,0.672
167,2,10.219,-7.743,-0.582,大黄锥,本帧颜色确认,0.324,大黄锥,0.842
167,3,7.061,2.021,-0.835,小黄锥,本帧颜色确认,0.311,大黄锥,0.500
167,4,9.222,4.011,-0.794,小黄锥,本帧颜色确认,0.281,大黄锥,0.722
167,5,7.253,-7.988,-0.656,大黄锥,本帧颜色确认,0.410,大黄锥,0.896
167,6,12.398,-2.817,-0.765,红色,本帧颜色确认,0.231,红色,0.500
167,7,9.137,5.450,-0.786,小黄锥,本帧颜色确认,0.292,大黄锥,0.672
167,8,6.918,5.254,-0.772,小黄锥,本帧颜色确认,0.413,大黄锥,0.500
167,9,6.309,-5.307,-0.832,蓝色,本帧颜色确认,0.471,蓝色,0.808
167,10,10.847,-5.264,-0.816,红色,本帧颜色确认,0.251,红色,0.722
167,11,14.530,-1.338,-0.710,红色,本帧匹配成功,0.112,红色,0.129
167,12,9.332,2.177,-0.782,小黄锥,本帧颜色确认,0.250,大黄锥,0.617
167,13,10.340,-0.703,-0.815,蓝色,本帧颜色确认,0.337,蓝色,0.383
167,14,13.113,1.329,-0.788,蓝色,本帧颜色确认,0.211,蓝色,0.233
167,15,6.786,-12.221,-0.919,未知,雷达框未匹配,,,
