帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
29,1,8.471,1.157,-0.786,蓝色,沿用历史颜色,,,
29,2,8.049,7.088,-0.734,蓝色,沿用历史颜色,,,
29,3,11.361,3.153,-0.719,红色,本帧颜色确认,0.264,红色,0.328
29,4,11.364,5.077,-0.793,未知,雷达框未匹配,,,
29,5,9.865,3.922,-0.813,红色,沿用历史颜色,,,
29,6,12.791,2.046,-0.682,红色,本帧颜色确认,0.350,红色,0.125
29,7,10.962,-0.266,-0.699,蓝色,本帧颜色确认,0.376,蓝色,0.383
29,8,13.042,-8.688,-0.796,蓝色,本帧颜色确认,0.216,蓝色,0.617
29,9,10.190,7.638,-0.750,未知,雷达框未匹配,,,
29,10,12.743,-2.559,-0.771,蓝色,沿用历史颜色,,,
29,11,4.848,7.171,-0.764,未知,雷达框未匹配,,,
29,12,13.604,-5.665,-0.738,蓝色,本帧颜色确认,0.270,蓝色,0.328
29,13,11.716,-11.064,-0.812,未知,雷达框未匹配,,,
