帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
13,1,12.354,-1.476,-0.234,未知,雷达框未匹配,,,
13,2,7.310,-4.222,-0.773,蓝色,本帧颜色确认,0.354,蓝色,0.768
13,3,12.275,1.493,-0.221,未知,雷达框未匹配,,,
13,4,9.634,-2.257,-0.794,蓝色,本帧颜色确认,0.298,蓝色,0.722
13,5,13.816,-1.405,-0.191,未知,雷达框未匹配,,,
13,6,7.456,3.903,-0.803,红色,沿用历史颜色,,,
13,7,9.799,2.183,-0.774,红色,本帧颜色确认,0.344,红色,0.768
13,8,6.051,6.065,-0.781,红色,本帧颜色确认,0.400,红色,0.842
13,9,5.986,-6.498,-0.753,蓝色,本帧颜色确认,0.399,蓝色,0.808
13,10,13.804,1.475,-0.205,未知,雷达框未匹配,,,
13,11,3.172,-5.544,-0.811,未知,雷达框未匹配,,,
