帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
188,1,10.978,-2.018,-0.795,红色,本帧颜色确认,0.305,红色,0.233
188,2,8.545,-3.862,-0.809,蓝色,沿用历史颜色,,,
188,3,12.770,-4.995,-0.698,红色,本帧颜色确认,0.211,红色,0.500
188,4,10.817,1.620,-0.801,蓝色,本帧颜色确认,0.257,蓝色,0.233
188,5,3.213,-1.481,-0.483,大黄锥,本帧颜色确认,0.425,大黄锥,0.839
188,6,10.128,5.977,-0.835,红色,本帧颜色确认,0.277,红色,0.672
188,7,13.785,-9.023,-0.753,红色,本帧颜色确认,0.186,红色,0.193
188,8,10.747,9.294,-0.773,红色,本帧颜色确认,0.209,红色,0.328
188,9,8.021,3.137,-0.831,红色,沿用历史颜色,,,
188,10,12.979,1.121,-0.874,小黄锥,沿用历史颜色,,,
188,11,11.985,-3.392,-0.751,红色,本帧颜色确认,0.268,红色,0.278
188,12,10.096,-6.213,-0.827,蓝色,本帧颜色确认,0.277,蓝色,0.209
188,13,10.700,-9.148,-0.802,蓝色,本帧颜色确认,0.194,蓝色,0.441
188,14,13.633,9.462,-0.805,未知,雷达框未匹配,,,
188,15,11.961,3.140,-0.827,蓝色,本帧颜色确认,0.207,蓝色,0.193
188,16,12.882,4.840,-0.769,未知,雷达框未匹配,,,
188,17,12.883,-1.653,-0.804,未知,雷达框未匹配,,,
188,18,5.833,-2.046,-0.831,蓝色,本帧颜色确认,0.435,蓝色,0.808
188,19,5.489,1.752,-0.841,红色,本帧颜色确认,0.458,红色,0.871
