帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
14,1,12.305,0.366,-0.176,未知,雷达框未匹配,,,
14,2,13.826,0.184,-0.202,未知,雷达框未匹配,,,
14,3,9.918,1.256,-0.776,红色,本帧颜色确认,0.386,红色,0.722
14,4,6.873,-4.930,-0.749,蓝色,本帧颜色确认,0.341,蓝色,0.768
14,5,6.516,5.417,-0.774,红色,本帧颜色确认,0.416,红色,0.842
14,6,13.609,-2.700,-0.239,未知,雷达框未匹配,,,
14,7,7.712,3.162,-0.811,红色,沿用历史颜色,,,
14,8,12.149,-2.657,-0.184,大黄锥,沿用历史颜色,,,
14,9,5.380,-7.080,-0.787,未知,雷达框未匹配,,,
14,10,9.344,-3.174,-0.767,蓝色,沿用历史颜色,,,
14,11,2.687,-5.913,-0.801,未知,雷达框未匹配,,,
