帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
45,1,10.934,-1.092,-0.765,红色,本帧颜色确认,0.313,红色,0.722
45,2,12.815,0.605,-0.804,红色,本帧颜色确认,0.684,红色,0.560
45,3,6.924,5.244,-0.749,小黄锥,本帧颜色确认,0.558,大黄锥,0.672
45,4,7.287,3.476,-0.832,小黄锥,本帧匹配成功,0.416,小黄锥,0.220
45,5,11.125,3.043,-0.764,蓝色,本帧颜色确认,0.632,蓝色,0.500
45,6,6.691,6.662,-0.711,未知,雷达框未匹配,,,
45,7,9.616,-3.699,-0.896,红色,本帧颜色确认,0.444,红色,0.768
45,8,6.394,-6.825,-0.712,大黄锥,本帧颜色确认,0.554,大黄锥,0.871
45,9,10.712,-9.916,-1.064,红色,本帧匹配成功,0.356,红色,0.617
45,10,8.595,0.733,-0.782,蓝色,本帧颜色确认,0.691,蓝色,0.617
45,11,5.206,-4.300,-0.881,蓝色,本帧颜色确认,0.469,蓝色,0.808
45,12,9.341,-6.260,-0.656,大黄锥,本帧颜色确认,0.449,大黄锥,0.871
45,13,4.533,6.226,-0.725,未知,雷达框未匹配,,,
45,14,14.859,4.536,-0.743,蓝色,本帧匹配成功,0.530,蓝色,0.142
