帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
76,1,8.277,-2.024,-0.840,蓝色,沿用历史颜色,,,
76,2,9.692,3.727,-0.783,蓝色,沿用历史颜色,,,
76,3,10.396,0.172,-0.723,红色,本帧颜色确认,0.435,红色,0.672
76,4,14.249,-6.355,-0.749,红色,本帧颜色确认,0.183,红色,0.280
76,5,11.491,-0.984,-0.655,红色,本帧颜色确认,0.444,红色,0.441
76,6,12.216,0.806,-0.786,小黄锥,沿用历史颜色,,,
76,7,11.885,3.564,-0.732,未知,雷达框未匹配,,,
76,8,13.065,3.722,-0.806,未知,雷达框未匹配,,,
76,9,6.669,4.817,-0.759,红色,本帧颜色确认,0.508,红色,0.808
76,10,8.355,7.987,-0.765,红色,沿用历史颜色,,,
76,11,12.656,-2.512,-0.696,红色,本帧颜色确认,0.466,红色,0.321
76,12,10.093,-4.273,-0.798,蓝色,沿用历史颜色,,,
76,13,10.977,-10.135,-0.827,蓝色,沿用历史颜色,,,
76,14,10.596,5.415,-0.739,未知,雷达框未匹配,,,
76,15,5.315,-0.625,-0.832,未知,雷达框未匹配,,,
