帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
113,1,5.139,-2.021,-0.687,大黄锥,本帧颜色确认,0.592,大黄锥,0.933
113,2,4.395,0.915,-0.610,大黄锥,本帧颜色确认,0.721,大黄锥,0.916
113,3,5.462,0.759,-0.667,大黄锥,本帧颜色确认,0.663,大黄锥,0.916
113,4,10.691,2.918,-0.709,蓝色,本帧颜色确认,0.360,蓝色,0.500
113,5,3.958,-1.902,-0.677,大黄锥,本帧颜色确认,0.634,大黄锥,0.916
113,6,8.222,1.405,-0.788,蓝色,本帧颜色确认,0.519,蓝色,0.617
113,7,12.438,0.518,-0.818,红色,本帧颜色确认,0.438,红色,0.617
113,8,7.469,-2.786,-0.869,红色,沿用历史颜色,,,
113,9,9.788,-4.758,-0.837,未知,雷达框未匹配,,,
113,10,10.981,-6.859,-0.778,红色,本帧颜色确认,0.278,红色,0.672
113,11,14.075,-6.187,-0.820,蓝色,本帧颜色确认,0.273,蓝色,0.158
