帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
335,1,7.996,-1.860,-0.782,红色,沿用历史颜色,,,
335,2,8.929,-3.237,-0.728,红色,本帧颜色确认,0.661,红色,0.722
335,3,9.712,-4.897,-0.725,红色,本帧颜色确认,0.505,红色,0.672
335,4,9.871,-1.559,-0.757,小黄锥,沿用历史颜色,,,
335,5,7.365,6.170,-0.737,红色,本帧颜色确认,0.545,红色,0.808
335,6,10.111,4.960,-0.752,蓝色,沿用历史颜色,,,
335,7,10.583,-8.929,-0.741,红色,本帧颜色确认,0.363,红色,0.722
335,8,6.997,-6.029,-0.780,蓝色,本帧颜色确认,0.400,蓝色,0.672
335,9,9.098,3.240,-0.800,蓝色,沿用历史颜色,,,
335,10,7.895,1.767,-0.784,蓝色,沿用历史颜色,,,
335,11,10.058,1.225,-0.772,小黄锥,沿用历史颜色,,,
335,12,10.943,9.498,-0.646,蓝色,沿用历史颜色,,,
