帧号,雷达时间戳,相机时间戳,时间差毫秒,雷达锥桶数,YOLO框数,成功匹配数,YOLO未匹配数,蓝色数,红色数,大黄锥数,小黄锥数,未知数,IoU阈值
40,1788596375.503722906,1788596375.537612438,33.890,8,15,6,9,3,5,0,0,0,0.050
