帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
44,1,9.697,-7.026,-0.645,大黄锥,本帧匹配成功,0.513,大黄锥,0.808
44,2,11.633,-2.013,-0.808,红色,本帧匹配成功,0.667,红色,0.672
44,3,10.129,-4.497,-0.849,红色,本帧匹配成功,0.807,红色,0.672
44,4,8.120,4.668,-0.754,小黄锥,本帧匹配成功,0.437,大黄锥,0.617
44,5,7.977,6.083,-0.793,未知,雷达框未匹配,,,
44,6,5.665,-4.753,-0.852,蓝色,本帧匹配成功,0.629,蓝色,0.808
44,7,9.442,-0.015,-0.771,蓝色,本帧匹配成功,0.483,蓝色,0.278
44,8,8.310,2.822,-0.854,未知,雷达框未匹配,,,
44,9,13.644,-0.447,-0.735,红色,本帧匹配成功,0.467,红色,0.158
44,10,6.751,-7.386,-0.706,大黄锥,本帧匹配成功,0.567,大黄锥,0.896
44,11,6.094,2.560,-0.822,小黄锥,本帧匹配成功,0.420,小黄锥,0.411
44,12,12.177,2.129,-0.762,蓝色,本帧匹配成功,0.419,蓝色,0.233
44,13,5.864,4.336,-0.761,小黄锥,本帧匹配成功,0.409,大黄锥,0.560
44,14,15.992,3.327,-0.817,未知,雷达框未匹配,,,
