帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
66,1,8.997,1.795,-0.767,蓝色,本帧颜色确认,0.250,蓝色,0.278
66,2,10.373,-5.178,-0.789,红色,本帧颜色确认,0.370,红色,0.722
66,3,11.183,-1.883,-0.766,小黄锥,沿用历史颜色,,,
66,4,11.581,1.498,-0.838,小黄锥,沿用历史颜色,,,
66,5,8.541,6.172,-0.790,红色,本帧颜色确认,0.233,红色,0.768
66,6,13.492,1.481,-0.859,小黄锥,沿用历史颜色,,,
66,7,8.818,-2.134,-0.776,红色,本帧颜色确认,0.571,红色,0.768
66,8,6.990,4.030,-0.814,红色,本帧颜色确认,0.391,红色,0.808
66,9,7.657,-6.095,-0.771,蓝色,本帧颜色确认,0.580,蓝色,0.768
66,10,6.403,-3.856,-0.760,蓝色,本帧颜色确认,0.692,蓝色,0.871
66,11,13.124,-2.027,-0.757,未知,雷达框未匹配,,,
66,12,11.187,4.782,-0.773,蓝色,沿用历史颜色,,,
66,13,15.539,-3.920,-0.839,未知,雷达框未匹配,,,
66,14,10.959,-9.213,-0.756,红色,本帧匹配成功,0.539,红色,0.722
66,15,4.311,2.355,-0.844,红色,本帧匹配成功,0.420,红色,0.871
