帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
615,1,8.451,-3.706,-0.860,红色,本帧颜色确认,0.533,红色,0.768
615,2,4.232,-3.481,-0.702,大黄锥,本帧颜色确认,0.163,大黄锥,0.722
615,3,6.545,-1.861,-0.716,大黄锥,本帧颜色确认,0.645,大黄锥,0.808
615,4,6.873,-2.235,-0.647,大黄锥,本帧颜色确认,0.561,大黄锥,0.842
615,5,4.477,-3.862,-0.728,大黄锥,本帧颜色确认,0.737,大黄锥,0.768
615,6,11.120,-4.858,-0.871,红色,本帧颜色确认,0.289,红色,0.500
615,7,13.542,-8.017,-0.916,蓝色,本帧颜色确认,0.225,蓝色,0.233
615,8,5.629,-6.260,-0.923,蓝色,本帧颜色确认,0.398,蓝色,0.842
615,9,6.041,5.986,-0.818,红色,沿用历史颜色,,,
615,10,8.836,-10.354,-0.999,红色,本帧匹配成功,0.117,红色,0.383
615,11,11.606,-8.000,-0.938,蓝色,本帧颜色确认,0.184,蓝色,0.383
615,12,10.284,-11.667,-0.990,红色,沿用历史颜色,,,
615,13,12.522,-10.011,-0.971,未知,雷达框未匹配,,,
615,14,5.255,3.659,-0.842,红色,沿用历史颜色,,,
615,15,5.434,0.645,-0.843,红色,本帧颜色确认,0.651,红色,0.808
