帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
62,1,8.564,-4.929,-0.745,红色,本帧颜色确认,0.453,红色,0.617
62,2,9.789,-3.471,-0.812,未知,雷达框未匹配,,,
62,3,8.770,4.622,-0.779,红色,沿用历史颜色,,,
62,4,8.991,-6.685,-0.728,红色,本帧颜色确认,0.510,红色,0.617
62,5,7.886,-3.379,-0.773,红色,本帧颜色确认,0.529,红色,0.672
62,6,8.466,0.212,-0.760,蓝色,沿用历史颜色,,,
62,7,10.487,-0.734,-0.718,小黄锥,沿用历史颜色,,,
62,8,9.925,1.428,-0.787,蓝色,沿用历史颜色,,,
62,9,11.212,2.919,-0.790,蓝色,沿用历史颜色,,,
62,10,10.099,7.758,-0.761,红色,沿用历史颜色,,,
62,11,5.123,-4.675,-0.837,蓝色,本帧颜色确认,0.432,蓝色,0.768
62,12,11.614,-1.000,-0.766,未知,雷达框未匹配,,,
62,13,6.101,-7.301,-0.771,蓝色,本帧颜色确认,0.448,蓝色,0.768
62,14,6.104,2.318,-0.826,红色,沿用历史颜色,,,
