帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
180,1,3.783,-1.776,-0.643,大黄锥,本帧颜色确认,0.565,大黄锥,0.842
180,2,4.129,1.032,-0.645,大黄锥,本帧颜色确认,0.489,大黄锥,0.871
180,3,8.953,2.483,-0.784,红色,沿用历史颜色,,,
180,4,13.107,-6.028,-0.832,未知,雷达框未匹配,,,
180,5,13.718,0.071,-0.857,未知,雷达框未匹配,,,
180,6,12.400,-4.353,-0.793,红色,本帧颜色确认,0.282,红色,0.233
180,7,11.599,0.743,-0.810,蓝色,沿用历史颜色,,,
180,8,3.322,-1.715,-0.557,大黄锥,本帧颜色确认,0.570,大黄锥,0.844
180,9,13.742,-10.114,-0.797,红色,本帧颜色确认,0.307,红色,0.129
180,10,11.504,-2.917,-0.826,红色,沿用历史颜色,,,
180,11,13.957,3.802,-0.777,未知,雷达框未匹配,,,
180,12,6.330,1.271,-0.894,红色,沿用历史颜色,,,
180,13,13.370,-2.699,-0.793,未知,雷达框未匹配,,,
180,14,8.921,-4.550,-0.813,蓝色,本帧颜色确认,0.265,蓝色,0.158
180,15,12.157,8.391,-0.804,红色,本帧颜色确认,0.385,红色,0.328
180,16,11.309,5.150,-0.835,红色,本帧颜色确认,0.377,红色,0.193
180,17,12.869,2.174,-0.859,未知,雷达框未匹配,,,
180,18,15.025,-2.827,-0.815,未知,雷达框未匹配,,,
180,19,6.340,-2.540,-0.828,蓝色,本帧颜色确认,0.464,蓝色,0.722
180,20,10.631,-9.950,-0.783,蓝色,本帧颜色确认,0.249,蓝色,0.141
180,21,10.295,-7.054,-0.809,蓝色,本帧颜色确认,0.344,蓝色,0.328
180,22,15.025,8.341,-0.765,未知,雷达框未匹配,,,
