帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
166,1,5.686,0.149,-0.721,未知,雷达框未匹配,,,
166,2,6.166,-0.189,-0.699,未知,雷达框未匹配,,,
166,3,8.676,-1.349,-0.896,未知,雷达框未匹配,,,
166,4,11.015,-1.487,-0.910,未知,雷达框未匹配,,,
166,5,3.922,-2.379,-0.701,蓝色,本帧颜色确认,0.290,蓝色,0.441
166,6,6.655,-5.296,-0.810,小黄锥,沿用历史颜色,,,
166,7,10.389,-7.533,-0.843,未知,雷达框未匹配,,,
166,8,13.733,-3.642,-0.900,未知,雷达框未匹配,,,
166,9,3.784,2.110,-0.863,未知,雷达框未匹配,,,
166,10,4.393,-2.782,-0.715,蓝色,本帧匹配成功,0.147,蓝色,0.193
166,11,15.723,-2.742,-0.905,未知,雷达框未匹配,,,
166,12,7.495,-7.851,-0.800,未知,雷达框未匹配,,,
166,13,15.196,-6.767,-0.814,未知,雷达框未匹配,,,
