帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
293,1,8.737,-2.102,-0.795,小黄锥,本帧颜色确认,0.279,大黄锥,0.233
293,2,5.354,-6.373,-0.809,蓝色,本帧颜色确认,0.371,蓝色,0.842
293,3,10.923,1.302,-0.765,小黄锥,本帧颜色确认,0.312,小黄锥,0.129
293,4,8.032,-5.412,-0.804,红色,本帧颜色确认,0.314,红色,0.768
293,5,9.028,1.270,-0.827,红色,沿用历史颜色,,,
293,6,10.681,-2.223,-0.753,小黄锥,沿用历史颜色,,,
293,7,5.852,5.802,-0.779,红色,本帧颜色确认,0.278,红色,0.842
293,8,13.132,-3.948,-0.908,未知,雷达框未匹配,,,
293,9,8.537,4.528,-0.758,红色,颜色冲突，保持原色,0.179,蓝色,0.104
293,10,4.053,-4.219,-0.817,蓝色,本帧匹配成功,0.505,蓝色,0.896
293,11,6.496,1.472,-0.793,蓝色,本帧颜色确认,0.359,蓝色,0.672
293,12,6.386,-2.415,-0.838,红色,本帧颜色确认,0.346,红色,0.842
