帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
373,1,5.808,-4.637,-0.757,蓝色,本帧颜色确认,0.480,蓝色,0.842
373,2,10.708,-3.016,-0.746,小黄锥,沿用历史颜色,,,
373,3,8.803,0.751,-0.803,蓝色,沿用历史颜色,,,
373,4,13.250,0.105,-0.775,小黄锥,沿用历史颜色,,,
373,5,11.357,0.270,-0.831,未知,雷达框未匹配,,,
373,6,8.673,5.151,-0.793,红色,本帧颜色确认,0.349,红色,0.768
373,7,9.653,-6.273,-0.748,红色,本帧颜色确认,0.415,红色,0.768
373,8,11.198,3.584,-0.773,未知,雷达框未匹配,,,
373,9,6.886,-6.975,-0.782,蓝色,本帧颜色确认,0.460,蓝色,0.672
373,10,6.994,3.137,-0.813,红色,沿用历史颜色,,,
373,11,8.320,-3.106,-0.803,红色,沿用历史颜色,,,
373,12,12.651,-3.371,-0.770,小黄锥,沿用历史颜色,,,
373,13,9.629,8.066,-0.744,红色,本帧颜色确认,0.299,红色,0.672
