帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
421,1,8.789,-2.966,-0.847,红色,沿用历史颜色,,,
421,2,6.209,-4.684,-0.890,蓝色,沿用历史颜色,,,
421,3,4.171,2.802,-0.826,小黄锥,本帧颜色确认,0.493,小黄锥,0.328
421,4,7.333,-7.692,-0.832,蓝色,本帧颜色确认,0.295,蓝色,0.808
421,5,10.623,15.253,-0.877,未知,雷达框未匹配,,,
421,6,5.574,3.632,-0.849,小黄锥,沿用历史颜色,,,
421,7,10.290,-7.283,-0.836,红色,本帧颜色确认,0.244,红色,0.768
421,8,10.113,12.568,-0.840,未知,雷达框未匹配,,,
421,9,5.851,-0.056,-0.833,红色,沿用历史颜色,,,
421,10,4.299,0.868,-0.813,红色,本帧颜色确认,0.586,红色,0.871
421,11,4.219,-2.549,-0.852,蓝色,本帧颜色确认,0.531,蓝色,0.871
