帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
25,1,7.263,5.943,-0.804,红色,沿用历史颜色,,,
25,2,8.770,4.028,-0.768,红色,本帧颜色确认,0.419,红色,0.768
25,3,8.902,-3.692,-0.744,蓝色,本帧颜色确认,0.342,蓝色,0.722
25,4,7.618,-6.111,-0.741,蓝色,本帧颜色确认,0.305,蓝色,0.722
25,5,11.147,-1.838,-0.697,蓝色,本帧颜色确认,0.300,蓝色,0.617
25,6,4.754,-5.318,-0.796,红色,本帧颜色确认,0.488,红色,0.842
25,7,11.429,2.486,-0.854,红色,沿用历史颜色,,,
25,8,14.127,-0.839,-0.200,未知,雷达框未匹配,,,
25,9,4.712,-1.016,-0.707,小黄锥,本帧颜色确认,0.512,大黄锥,0.560
25,10,4.581,1.706,-0.784,小黄锥,本帧颜色确认,0.592,大黄锥,0.560
