帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
163,1,6.309,0.560,-0.674,大黄锥,本帧颜色确认,0.690,大黄锥,0.871
163,2,5.863,-2.123,-0.671,大黄锥,沿用历史颜色,,,
163,3,5.923,0.672,-0.682,大黄锥,本帧颜色确认,0.112,大黄锥,0.129
163,4,5.437,-2.118,-0.697,大黄锥,本帧颜色确认,0.696,大黄锥,0.933
163,5,8.572,0.657,-0.856,未知,雷达框未匹配,,,
163,6,11.240,1.800,-0.830,红色,本帧颜色确认,0.328,红色,0.328
163,7,10.887,-5.230,-0.848,蓝色,本帧匹配成功,0.217,蓝色,0.193
163,8,13.740,4.366,-0.839,红色,本帧颜色确认,0.316,红色,0.104
163,9,14.986,-6.924,-0.857,未知,雷达框未匹配,,,
163,10,13.814,-0.059,-0.816,未知,雷达框未匹配,,,
163,11,2.255,-2.541,-0.734,蓝色,本帧颜色确认,0.454,蓝色,0.922
163,12,15.930,-0.838,-0.891,未知,雷达框未匹配,,,
163,13,14.772,7.563,-0.801,红色,本帧颜色确认,0.238,红色,0.193
163,14,15.181,1.276,-0.888,未知,雷达框未匹配,,,
163,15,13.562,-3.720,-0.811,红色,本帧匹配成功,0.314,红色,0.328
163,16,14.441,-5.199,-0.826,未知,雷达框未匹配,,,
163,17,12.121,-7.786,-0.779,未知,雷达框未匹配,,,
