帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
41,1,9.940,-2.564,-0.748,蓝色,本帧颜色确认,0.656,蓝色,0.174
41,2,6.798,3.087,-0.789,未知,雷达框未匹配,,,
41,3,14.106,-3.224,-0.684,红色,本帧颜色确认,0.380,红色,0.383
41,4,4.585,2.195,-0.498,大黄锥,本帧颜色确认,0.756,大黄锥,0.916
41,5,4.899,-0.696,-0.683,大黄锥,本帧颜色确认,0.644,大黄锥,0.916
41,6,12.027,-0.537,-0.751,红色,本帧颜色确认,0.506,红色,0.441
41,7,14.319,0.167,-0.666,小黄锥,沿用历史颜色,,,
41,8,9.167,5.245,-0.629,红色,本帧颜色确认,0.540,红色,0.768
41,9,15.417,-7.049,-0.785,红色,本帧颜色确认,0.714,红色,0.373
41,10,11.537,3.389,-0.663,未知,雷达框未匹配,,,
41,11,16.272,0.358,-0.676,小黄锥,本帧颜色确认,0.433,大黄锥,0.278
