帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
879,1,8.250,2.239,-0.819,未知,雷达框未匹配,,,
879,2,8.494,-0.557,-0.816,小黄锥,本帧颜色确认,0.468,大黄锥,0.193
879,3,7.763,5.909,-0.760,蓝色,本帧颜色确认,0.538,蓝色,0.672
879,4,9.439,2.362,-0.776,小黄锥,沿用历史颜色,,,
879,5,4.888,6.672,-0.787,红色,沿用历史颜色,,,
879,6,6.309,-5.414,-0.817,蓝色,本帧颜色确认,0.394,蓝色,0.808
879,7,7.864,-2.367,-0.790,红色,本帧颜色确认,0.446,红色,0.768
879,8,8.829,-3.867,-0.795,红色,本帧颜色确认,0.360,红色,0.722
879,9,7.059,4.104,-0.774,小黄锥,颜色冲突，保持原色,0.456,蓝色,0.560
879,10,10.278,-7.734,-0.767,红色,本帧颜色确认,0.229,红色,0.768
879,11,3.136,3.646,-0.808,红色,本帧颜色确认,0.725,红色,0.871
879,12,6.090,2.462,-0.830,蓝色,本帧颜色确认,0.568,蓝色,0.722
879,13,10.062,-0.360,-0.751,未知,雷达框未匹配,,,
879,14,5.174,10.064,-0.838,未知,雷达框未匹配,,,
879,15,4.465,-3.268,-0.815,蓝色,本帧颜色确认,0.517,蓝色,0.871
879,16,6.698,-1.142,-0.860,红色,沿用历史颜色,,,
879,17,7.184,-8.192,-0.866,蓝色,本帧颜色确认,0.305,蓝色,0.617
