帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
473,1,7.267,5.955,-0.794,红色,沿用历史颜色,,,
473,2,8.759,4.025,-0.786,红色,本帧颜色确认,0.423,红色,0.768
473,3,11.123,-1.832,-0.723,蓝色,本帧颜色确认,0.300,蓝色,0.617
473,4,7.599,-6.125,-0.723,蓝色,本帧颜色确认,0.345,蓝色,0.768
473,5,8.904,-3.698,-0.773,蓝色,沿用历史颜色,,,
473,6,4.751,-5.317,-0.769,红色,本帧颜色确认,0.511,红色,0.842
473,7,4.706,-1.021,-0.721,小黄锥,本帧颜色确认,0.560,大黄锥,0.722
473,8,14.126,-0.831,-0.185,未知,雷达框未匹配,,,
473,9,11.433,2.467,-0.850,红色,沿用历史颜色,,,
473,10,6.831,-1.544,-0.843,未知,雷达框未匹配,,,
