帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
22,1,7.336,-4.421,-0.774,蓝色,本帧颜色确认,0.397,蓝色,0.768
22,2,9.935,1.970,-0.809,红色,沿用历史颜色,,,
22,3,12.450,-1.758,-0.189,大黄锥,沿用历史颜色,,,
22,4,12.367,1.232,-0.244,未知,雷达框未匹配,,,
22,5,13.879,1.163,-0.172,未知,雷达框未匹配,,,
22,6,13.890,-1.730,-0.183,未知,雷达框未匹配,,,
22,7,9.704,-2.486,-0.696,蓝色,本帧颜色确认,0.421,蓝色,0.722
22,8,7.613,3.749,-0.766,红色,本帧颜色确认,0.354,红色,0.808
22,9,6.218,5.909,-0.820,红色,沿用历史颜色,,,
22,10,3.193,-5.695,-0.786,未知,雷达框未匹配,,,
22,11,6.280,-12.657,-0.846,未知,雷达框未匹配,,,
22,12,5.985,-6.683,-0.764,蓝色,本帧匹配成功,0.313,蓝色,0.808
