帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
316,1,8.582,-3.904,-0.788,未知,雷达框未匹配,,,
316,2,11.452,0.910,-0.790,红色,本帧颜色确认,0.506,红色,0.617
316,3,9.765,-0.321,-0.756,红色,本帧颜色确认,0.467,红色,0.722
316,4,9.545,-5.454,-0.814,蓝色,沿用历史颜色,,,
316,5,6.901,-7.273,-0.803,红色,本帧颜色确认,0.263,红色,0.768
316,6,10.484,4.263,-0.813,蓝色,沿用历史颜色,,,
316,7,11.560,-1.529,-0.725,未知,雷达框未匹配,,,
316,8,10.837,-4.119,-0.768,未知,雷达框未匹配,,,
316,9,6.109,-4.977,-0.773,红色,本帧颜色确认,0.487,红色,0.871
316,10,10.010,-7.218,-0.769,蓝色,本帧颜色确认,0.282,蓝色,0.500
316,11,13.344,-4.887,-0.799,未知,雷达框未匹配,,,
316,12,8.428,2.417,-0.813,蓝色,沿用历史颜色,,,
316,13,14.689,5.975,-0.793,红色,沿用历史颜色,,,
