帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
15,1,12.884,1.724,-0.189,未知,雷达框未匹配,,,
15,2,9.996,-2.117,-0.772,蓝色,本帧颜色确认,0.339,蓝色,0.722
15,3,6.368,6.191,-0.771,红色,本帧颜色确认,0.373,红色,0.842
15,4,13.820,-1.141,-0.135,未知,雷达框未匹配,,,
15,5,10.154,2.341,-0.796,红色,本帧颜色确认,0.382,红色,0.722
15,6,7.766,4.051,-0.806,红色,沿用历史颜色,,,
15,7,12.993,-1.233,-0.218,未知,雷达框未匹配,,,
15,8,6.373,-6.381,-0.691,蓝色,本帧颜色确认,0.242,蓝色,0.808
15,9,7.700,-4.097,-0.810,蓝色,沿用历史颜色,,,
15,10,3.551,-5.437,-0.833,未知,雷达框未匹配,,,
15,11,13.891,1.657,-0.230,未知,雷达框未匹配,,,
