帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
388,1,7.362,-3.938,-0.776,小黄锥,沿用历史颜色,,,
388,2,8.745,2.569,-0.766,蓝色,本帧匹配成功,0.429,蓝色,0.104
388,3,9.249,-4.520,-0.792,小黄锥,沿用历史颜色,,,
388,4,11.177,-6.795,-0.826,未知,雷达框未匹配,,,
388,5,6.447,4.463,-0.799,红色,本帧颜色确认,0.362,红色,0.808
388,6,10.294,-1.129,-0.816,小黄锥,沿用历史颜色,,,
388,7,5.885,-6.997,-0.786,红色,本帧颜色确认,0.527,红色,0.768
388,8,8.434,-0.740,-0.795,小黄锥,沿用历史颜色,,,
388,9,10.654,6.379,-0.783,蓝色,本帧颜色确认,0.208,蓝色,0.278
388,10,7.792,7.220,-0.755,红色,本帧颜色确认,0.328,红色,0.768
388,11,4.990,-3.668,-0.836,未知,雷达框未匹配,,,
388,12,2.278,-4.878,-0.788,蓝色,沿用历史颜色,,,
