帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
491,1,4.226,-0.845,-0.607,大黄锥,本帧颜色确认,0.859,大黄锥,0.946
491,2,7.864,5.666,-0.798,蓝色,沿用历史颜色,,,
491,3,3.632,1.947,-0.600,大黄锥,本帧颜色确认,0.807,大黄锥,0.946
491,4,9.472,-1.964,-0.833,未知,雷达框未匹配,,,
491,5,10.338,3.960,-0.754,红色,本帧颜色确认,0.541,红色,0.722
491,6,11.088,0.256,-0.789,蓝色,沿用历史颜色,,,
491,7,11.259,-3.511,-0.734,红色,本帧颜色确认,0.350,红色,0.768
491,8,6.044,3.446,-0.832,未知,雷达框未匹配,,,
491,9,12.697,-0.621,-0.729,蓝色,本帧颜色确认,0.456,蓝色,0.347
491,10,8.718,8.321,-0.779,蓝色,沿用历史颜色,,,
491,11,12.547,3.810,-0.773,小黄锥,本帧颜色确认,0.255,大黄锥,0.104
