帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
412,1,7.828,-5.438,-0.794,蓝色,本帧颜色确认,0.350,蓝色,0.672
412,2,5.449,4.733,-0.792,小黄锥,本帧颜色确认,0.499,小黄锥,0.808
412,3,7.886,-0.828,-0.823,红色,本帧颜色确认,0.603,红色,0.722
412,4,6.437,5.232,-0.827,小黄锥,本帧颜色确认,0.749,大黄锥,0.233
412,5,10.534,-3.997,-0.782,红色,本帧颜色确认,0.452,红色,0.722
412,6,11.636,-8.459,-0.796,红色,本帧颜色确认,0.346,红色,0.672
412,7,3.233,4.179,-0.803,蓝色,沿用历史颜色,,,
412,8,7.945,2.857,-0.830,小黄锥,本帧匹配成功,0.605,大黄锥,0.129
412,9,6.534,2.144,-0.850,小黄锥,本帧颜色确认,0.664,小黄锥,0.278
412,10,8.667,-8.561,-0.810,蓝色,本帧颜色确认,0.307,蓝色,0.808
412,11,6.504,0.271,-0.854,红色,本帧颜色确认,0.567,红色,0.842
412,12,6.058,-3.139,-0.851,蓝色,本帧颜色确认,0.552,蓝色,0.808
412,13,3.639,-1.719,-0.784,蓝色,本帧颜色确认,0.494,蓝色,0.896
