帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
69,1,6.162,-4.011,-0.733,蓝色,本帧颜色确认,0.467,蓝色,0.808
69,2,8.435,-2.197,-0.788,蓝色,本帧颜色确认,0.425,蓝色,0.842
69,3,6.201,3.712,-0.801,红色,本帧颜色确认,0.538,红色,0.808
69,4,11.445,-1.249,-0.313,大黄锥,沿用历史颜色,,,
69,5,8.771,2.111,-0.840,红色,本帧颜色确认,0.380,红色,0.617
69,6,4.742,5.646,-0.777,红色,本帧颜色确认,0.810,红色,0.808
69,7,11.473,1.604,-0.270,大黄锥,沿用历史颜色,,,
69,8,14.592,-1.795,-0.856,小黄锥,沿用历史颜色,,,
69,9,4.826,-6.359,-0.807,未知,雷达框未匹配,,,
69,10,4.163,1.899,-0.828,蓝色,本帧颜色确认,0.603,蓝色,0.871
69,11,14.125,2.102,-0.888,小黄锥,本帧匹配成功,0.052,大黄锥,0.808
69,12,2.756,3.103,-0.788,蓝色,本帧颜色确认,0.806,蓝色,0.916
69,13,11.875,1.515,-0.610,小黄锥,沿用历史颜色,,,
69,14,11.864,-1.155,-0.645,小黄锥,沿用历史颜色,,,
