帧号,雷达时间戳,相机时间戳,时间差毫秒,雷达锥桶数,YOLO框数,成功匹配数,YOLO未匹配数,蓝色数,红色数,大黄锥数,小黄锥数,未知数,IoU阈值
376,1788659486.548119068,1788659486.558082819,9.964,17,32,14,18,5,5,3,1,3,0.050
