帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
83,1,4.628,1.619,-0.692,大黄锥,本帧颜色确认,0.616,大黄锥,0.896
83,2,5.155,-1.170,-0.635,大黄锥,本帧颜色确认,0.488,大黄锥,0.560
83,3,10.594,-3.398,-0.825,蓝色,本帧颜色确认,0.319,蓝色,0.191
83,4,9.749,3.575,-0.839,红色,本帧颜色确认,0.496,红色,0.560
83,5,14.919,-4.399,-0.867,红色,本帧匹配成功,0.237,红色,0.104
83,6,4.707,-1.216,-0.662,大黄锥,本帧颜色确认,0.765,大黄锥,0.916
83,7,7.780,-1.660,-0.844,蓝色,本帧颜色确认,0.305,蓝色,0.328
83,8,11.826,6.513,-0.837,红色,本帧颜色确认,0.368,红色,0.560
83,9,7.300,2.078,-0.831,红色,本帧颜色确认,0.457,红色,0.500
83,10,13.001,-1.485,-0.839,红色,本帧颜色确认,0.412,红色,0.383
