帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
68,1,8.208,3.495,-0.827,蓝色,沿用历史颜色,,,
68,2,9.219,1.530,-0.773,小黄锥,沿用历史颜色,,,
68,3,7.259,-1.615,-0.789,红色,本帧颜色确认,0.410,红色,0.768
68,4,6.382,6.342,-0.694,红色,本帧颜色确认,0.580,红色,0.768
68,5,7.039,1.984,-0.811,蓝色,沿用历史颜色,,,
68,6,6.424,-5.816,-0.755,蓝色,本帧颜色确认,0.250,蓝色,0.722
68,7,10.125,-8.545,-0.805,红色,本帧颜色确认,0.086,红色,0.722
68,8,8.258,-2.963,-0.722,红色,本帧颜色确认,0.291,红色,0.722
68,9,9.086,-4.573,-0.798,红色,沿用历史颜色,,,
68,10,9.100,5.232,-0.782,蓝色,沿用历史颜色,,,
68,11,10.379,1.538,-0.824,小黄锥,本帧匹配成功,0.373,大黄锥,0.233
68,12,10.721,-1.245,-0.850,未知,雷达框未匹配,,,
68,13,9.153,-1.269,-0.797,小黄锥,沿用历史颜色,,,
