帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
182,1,6.154,4.270,-0.786,红色,本帧颜色确认,0.617,红色,0.808
182,2,7.731,-2.520,-0.802,蓝色,沿用历史颜色,,,
182,3,11.080,-1.555,-0.750,红色,本帧颜色确认,0.293,红色,0.383
182,4,9.650,-4.657,-0.765,蓝色,本帧颜色确认,0.380,蓝色,0.560
182,5,9.151,3.200,-0.791,蓝色,沿用历史颜色,,,
182,6,9.885,-0.356,-0.747,红色,本帧颜色确认,0.356,红色,0.383
182,7,13.725,-6.851,-0.799,红色,本帧颜色确认,0.153,红色,0.278
182,8,12.124,-3.013,-0.777,红色,本帧颜色确认,0.164,红色,0.328
182,9,11.366,3.050,-0.755,小黄锥,沿用历史颜色,,,
182,10,3.872,2.508,-0.815,红色,本帧颜色确认,0.723,红色,0.871
182,11,10.104,4.873,-0.801,蓝色,沿用历史颜色,,,
182,12,7.858,7.413,-0.793,红色,本帧颜色确认,0.548,红色,0.722
182,13,12.522,3.183,-0.807,小黄锥,沿用历史颜色,,,
182,14,10.645,-7.413,-0.818,蓝色,沿用历史颜色,,,
182,15,11.695,0.278,-0.747,未知,雷达框未匹配,,,
182,16,13.283,0.527,-0.839,未知,雷达框未匹配,,,
182,17,10.736,6.708,-0.778,蓝色,本帧颜色确认,0.441,蓝色,0.158
182,18,13.456,-11.454,-0.854,未知,雷达框未匹配,,,
182,19,10.518,-10.649,-0.746,蓝色,本帧颜色确认,0.278,蓝色,0.722
