帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
147,1,8.060,4.653,-0.847,未知,雷达框未匹配,,,
147,2,6.370,-4.204,-0.847,红色,本帧匹配成功,0.239,红色,0.768
147,3,10.269,-2.991,-0.855,未知,雷达框未匹配,,,
147,4,7.603,-7.081,-0.601,未知,雷达框未匹配,,,
147,5,10.434,-5.722,-0.597,未知,雷达框未匹配,,,
147,6,10.614,-6.278,-0.621,未知,雷达框未匹配,,,
147,7,11.326,-0.062,-0.829,未知,雷达框未匹配,,,
147,8,11.801,4.451,-0.868,未知,雷达框未匹配,,,
147,9,7.470,-6.504,-0.623,红色,沿用历史颜色,,,
147,10,10.296,3.141,-0.809,未知,雷达框未匹配,,,
147,11,4.650,-2.529,-0.888,红色,沿用历史颜色,,,
