帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
39,1,7.272,-6.360,-0.815,蓝色,本帧颜色确认,0.335,蓝色,0.768
39,2,13.977,1.624,-0.244,未知,雷达框未匹配,,,
39,3,11.236,2.292,-0.793,红色,本帧颜色确认,0.364,红色,0.617
39,4,7.523,6.225,-0.786,红色,本帧颜色确认,0.342,红色,0.808
39,5,8.604,-4.070,-0.794,蓝色,本帧颜色确认,0.344,蓝色,0.768
39,6,8.857,4.039,-0.803,红色,本帧颜色确认,0.338,红色,0.808
39,7,6.656,2.121,-0.847,蓝色,本帧颜色确认,0.435,蓝色,0.808
39,8,10.966,-2.143,-0.755,蓝色,本帧颜色确认,0.338,蓝色,0.181
39,9,6.195,-2.296,-0.806,红色,本帧颜色确认,0.575,红色,0.842
39,10,13.999,-1.330,-0.319,大黄锥,沿用历史颜色,,,
39,11,4.828,5.002,-0.878,未知,雷达框未匹配,,,
39,12,3.735,-0.983,-0.735,小黄锥,本帧颜色确认,0.388,小黄锥,0.871
