帧号,锥桶编号,X坐标(米),Y坐标(米),Z坐标(米),最终颜色,判断,实际IoU,YOLO颜色,YOLO置信度
653,1,5.201,-1.078,-0.651,大黄锥,本帧颜色确认,0.568,大黄锥,0.896
653,2,3.886,1.621,-0.648,大黄锥,本帧颜色确认,0.663,大黄锥,0.946
653,3,7.569,-1.318,-0.816,蓝色,本帧颜色确认,0.255,蓝色,0.617
653,4,10.520,-2.783,-0.766,未知,雷达框未匹配,,,
653,5,5.021,1.729,-0.665,大黄锥,本帧颜色确认,0.577,大黄锥,0.933
653,6,4.127,-1.222,-0.641,大黄锥,本帧颜色确认,0.716,大黄锥,0.933
653,7,13.795,-1.822,-0.741,红色,本帧颜色确认,0.238,红色,0.116
653,8,12.748,-0.660,-0.798,红色,本帧匹配成功,0.193,红色,0.560
653,9,9.550,-15.378,-0.811,未知,雷达框未匹配,,,
653,10,14.926,-3.383,-0.825,红色,本帧匹配成功,0.095,红色,0.278
